"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.930835875E0,-6.378236389E-1,9.928852844E0,1.096469879E0
3.940889875E0,-6.343807983E-1,9.907447357E0,1.128503265E0
3.950943875E0,-6.432124329E-1,9.880503387E0,1.173559570E0
3.960975875E0,-6.608757019E-1,9.855804749E0,1.195563812E0
3.971064875E0,-6.978488159E-1,9.820328522E0,1.214873657E0
3.981117875E0,-7.315287781E-1,9.766590271E0,1.196162567E0
3.991177875E0,-6.990463257E-1,9.782157898E0,1.133143616E0
4.001208875E0,-6.698570251E-1,9.851164398E0,1.069525909E0
4.011292875E0,-6.369255066E-1,9.863289185E0,9.951306152E-1
4.021355875E0,-6.149212646E-1,9.874216461E0,9.857002258E-1
4.031383875E0,-6.165678406E-1,9.869875488E0,9.952803040E-1
4.041469875E0,-6.262976074E-1,9.824519806E0,1.056952057E0
