"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.702362500E0,1.041088924E-1,-2.737374306E-1,3.586651757E-2
1.707326562E0,1.041088924E-1,-2.737374306E-1,3.586651757E-2
1.712289062E0,9.855873883E-2,-1.980250627E-1,9.375908971E-2
1.717253125E0,9.855873883E-2,-1.980250627E-1,9.375908971E-2
1.722215625E0,8.693484962E-2,-1.275661141E-1,1.476548612E-1
1.727179687E0,8.693484962E-2,-1.275661141E-1,1.476548612E-1
1.732142187E0,7.386233658E-2,-6.839945167E-2,1.852492392E-1
1.737106250E0,7.386233658E-2,-6.839945167E-2,1.852492392E-1
1.742068750E0,6.560692936E-2,-4.063126445E-2,1.976236254E-1
1.747032812E0,6.560692936E-2,-4.063126445E-2,1.976236254E-1
1.751995312E0,5.246459693E-2,-1.843067631E-2,1.927192509E-1
1.756957812E0,5.246459693E-2,-1.843067631E-2,1.927192509E-1
1.761921875E0,3.525565192E-2,-5.358160939E-3,1.787915230E-1
1.766884375E0,3.525565192E-2,-5.358160939E-3,1.787915230E-1
1.771848437E0,1.942551509E-2,5.969026126E-3,1.611637026E-1
1.776810937E0,1.942551509E-2,5.969026126E-3,1.611637026E-1
1.781775000E0,9.459684603E-3,-4.747295752E-3,1.409178823E-1
1.786737500E0,9.459684603E-3,-4.747295752E-3,1.409178823E-1
1.791700000E0,4.939281847E-3,-3.792600334E-2,1.209338605E-1
1.796664062E0,4.939281847E-3,-3.792600334E-2,1.209338605E-1
1.801626562E0,7.784168236E-3,-5.644394830E-2,1.066221669E-1
1.806590625E0,7.784168236E-3,-5.644394830E-2,1.066221669E-1
1.811553125E0,1.373574138E-2,-6.614797562E-2,9.608037770E-2
1.816517187E0,1.373574138E-2,-6.614797562E-2,9.608037770E-2
1.821479687E0,1.619665511E-2,-8.119271696E-2,8.796459436E-2
1.826443750E0,1.619665511E-2,-8.119271696E-2,8.796459436E-2
