"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.632860938E0,-5.000433922E-1,9.999555588E0,8.158673048E-1
1.637823438E0,-4.689379334E-1,1.009766006E1,8.206557035E-1
1.642787500E0,-5.048221946E-1,1.010962200E1,8.350113630E-1
1.647750000E0,-4.785051644E-1,1.012637234E1,8.206557035E-1
1.652714063E0,-4.856877327E-1,1.014551544E1,7.704062462E-1
1.657676563E0,-4.306498468E-1,1.008330441E1,6.914454103E-1
1.662639063E0,-4.569669068E-1,1.012398720E1,6.914454103E-1
1.667603125E0,-4.378228784E-1,1.009766006E1,7.704062462E-1
1.672565625E0,-4.186884165E-1,1.011201668E1,8.134731650E-1
1.677529688E0,-2.775071263E-1,1.002826691E1,8.900492787E-1
1.682492188E0,-9.325893968E-2,1.005219936E1,9.690100551E-1
1.687454688E0,-2.272576243E-1,1.005219936E1,1.136508465E0
1.692418750E0,-2.248634249E-1,1.000434399E1,1.347073555E0
1.697381250E0,-2.822955251E-1,1.003784370E1,1.572004199E0
1.702345313E0,-3.181893826E-1,1.000195026E1,1.732319832E0
1.707307813E0,-2.894685566E-1,1.003784370E1,1.708397031E0
1.712271875E0,-3.277566135E-1,1.000195026E1,1.746675491E0
1.717234375E0,-3.205740452E-1,9.973237991E0,1.794530749E0
1.722196875E0,-3.708235621E-1,9.865556717E0,1.851962924E0
1.727160938E0,-3.875733614E-1,9.863162994E0,1.751463890E0
1.732123438E0,-4.378228784E-1,9.913412094E0,1.713175774E0
1.737087500E0,-4.210730195E-1,9.989988327E0,1.607897997E0
1.742050000E0,-5.000433922E-1,1.000673866E1,1.545677543E0
1.747012500E0,-5.766099691E-1,9.911018372E0,1.514572024E0
1.751976563E0,-7.656465173E-1,9.956489563E0,1.344689012E0
1.756939063E0,-8.039250374E-1,9.896661758E0,1.373400211E0
1.761901563E0,-9.307506680E-1,9.973237991E0,1.308795214E0
1.766865625E0,-1.055172563E0,9.994767189E0,1.246574640E0
1.771828125E0,-1.079105020E0,1.004023838E1,1.241795778E0
1.776792188E0,-1.131748796E0,1.010005474E1,1.062336087E0
1.781754688E0,-1.103027821E0,1.010962200E1,9.666158557E-1
1.786718750E0,-1.098249078E0,1.007134342E1,1.009692311E0
1.791681250E0,-1.117383599E0,1.004980564E1,1.016865373E0
1.796643750E0,-1.122171879E0,1.002588272E1,1.043192029E0
1.801607813E0,-1.114998937E0,1.006176662E1,1.000115514E0
1.806571875E0,-1.091066360E0,1.000673866E1,1.016865373E0
