"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.429390625E0,2.193878777E-2,-2.581341863E-1,-4.036946595E-2
1.434354688E0,2.193878777E-2,-2.581341863E-1,-4.036946595E-2
1.439317188E0,2.935643867E-2,-2.763205171E-1,-5.532693863E-2
1.444281250E0,2.935643867E-2,-2.763205171E-1,-5.532693863E-2
1.449243750E0,4.152138159E-2,-2.781182230E-1,-6.291911751E-2
1.454206250E0,4.152138159E-2,-2.781182230E-1,-6.291911751E-2
1.459170313E0,5.407030135E-2,-2.589021325E-1,-6.269222498E-2
1.464134375E0,5.407030135E-2,-2.589021325E-1,-6.269222498E-2
1.469096875E0,6.375687569E-2,-2.150769234E-1,-5.592034757E-2
1.474059375E0,6.375687569E-2,-2.150769234E-1,-5.592034757E-2
1.479023438E0,6.942919642E-2,-1.698728949E-1,-4.754276946E-2
1.483985938E0,6.942919642E-2,-1.698728949E-1,-4.754276946E-2
1.488948438E0,7.147122920E-2,-1.047721133E-1,-3.644247353E-2
1.493912500E0,7.147122920E-2,-1.047721133E-1,-3.644247353E-2
1.498875000E0,6.825982779E-2,-5.398303270E-2,-2.944370359E-2
1.503839063E0,6.825982779E-2,-5.398303270E-2,-2.944370359E-2
1.508801563E0,6.372196972E-2,-5.220279843E-2,-3.089232743E-2
1.513764063E0,6.372196972E-2,-5.220279843E-2,-3.089232743E-2
1.518728125E0,5.953317881E-2,-7.394959778E-2,-3.714060783E-2
1.523690625E0,5.953317881E-2,-7.394959778E-2,-3.714060783E-2
1.528654688E0,6.167993695E-2,-1.178969890E-1,-4.579744115E-2
1.533617188E0,6.167993695E-2,-1.178969890E-1,-4.579744115E-2
1.538581250E0,6.894050539E-2,-7.269296050E-2,-3.981095925E-2
1.543543750E0,6.894050539E-2,-7.269296050E-2,-3.981095925E-2
1.548507813E0,7.771950960E-2,-4.387757555E-2,-3.244566917E-2
1.553470313E0,7.771950960E-2,-4.387757555E-2,-3.244566917E-2
1.558432813E0,9.145525098E-2,-4.094542563E-2,-2.673844434E-2
1.563396875E0,9.145525098E-2,-4.094542563E-2,-2.673844434E-2
1.568359375E0,1.072853878E-1,-1.647590846E-2,-1.933824830E-2
1.573323438E0,1.072853878E-1,-1.647590846E-2,-1.933824830E-2
1.578285938E0,1.212829277E-1,1.021017600E-2,-1.370083448E-2
1.583250000E0,1.212829277E-1,1.021017600E-2,-1.370083448E-2
1.588212500E0,1.346347034E-1,2.237512171E-2,-1.057669520E-2
1.593175000E0,1.346347034E-1,2.237512171E-2,-1.057669520E-2
1.598139063E0,1.392947286E-1,6.124360487E-2,-4.782202188E-3
1.603101563E0,1.392947286E-1,6.124360487E-2,-4.782202188E-3
1.608065625E0,1.348266900E-1,6.206390634E-2,-3.490658477E-3
1.613028125E0,1.348266900E-1,6.206390634E-2,-3.490658477E-3
1.617990625E0,1.208989546E-1,6.585127115E-2,-1.884955564E-3
1.622954688E0,1.208989546E-1,6.585127115E-2,-1.884955564E-3
1.627917188E0,1.070934013E-1,6.461209059E-2,-2.530727303E-3
1.632881250E0,1.070934013E-1,6.461209059E-2,-2.530727303E-3
1.637843750E0,9.609782696E-2,4.509930685E-2,-8.150687441E-3
1.642807813E0,9.609782696E-2,4.509930685E-2,-8.150687441E-3
1.647770313E0,9.232791513E-2,1.768018492E-2,-1.670280099E-2
1.652734375E0,9.232791513E-2,1.768018492E-2,-1.670280099E-2
1.657696875E0,8.532914519E-2,-2.811725438E-2,-2.834414691E-2
1.662659375E0,8.532914519E-2,-2.811725438E-2,-2.834414691E-2
1.667623438E0,6.698573381E-2,-1.021366641E-1,-4.351105914E-2
1.672585938E0,6.698573381E-2,-1.021366641E-1,-4.351105914E-2
1.677548438E0,4.183554277E-2,-1.326624751E-1,-5.073672161E-2
1.682512500E0,4.183554277E-2,-1.326624751E-1,-5.073672161E-2
1.687475000E0,1.933824830E-2,-1.730144918E-1,-5.541420355E-2
1.692439063E0,1.933824830E-2,-1.730144918E-1,-5.541420355E-2
1.697401563E0,6.702064537E-3,-2.144311517E-1,-5.658357590E-2
1.702365625E0,6.702064537E-3,-2.144311517E-1,-5.658357590E-2
1.707328125E0,5.026548170E-3,-2.814866900E-1,-5.914920941E-2
1.712290625E0,5.026548170E-3,-2.814866900E-1,-5.914920941E-2
1.717254688E0,4.363323096E-4,-3.206344247E-1,-5.955063552E-2
1.722218750E0,4.363323096E-4,-3.206344247E-1,-5.955063552E-2
1.727181250E0,-7.644542027E-3,-2.666164935E-1,-4.878195375E-2
1.732143750E0,-7.644542027E-3,-2.666164935E-1,-4.878195375E-2
1.737107813E0,-1.750565320E-2,-2.184803188E-1,-4.035201296E-2
1.742070313E0,-1.750565320E-2,-2.184803188E-1,-4.035201296E-2
1.747034375E0,-2.944370359E-2,-1.493129134E-1,-2.766346931E-2
1.751996875E0,-2.944370359E-2,-1.493129134E-1,-2.766346931E-2
1.756959375E0,-4.174827412E-2,-1.091877967E-1,-1.658062823E-2
1.761923438E0,-4.174827412E-2,-1.091877967E-1,-1.658062823E-2
1.766885938E0,-5.291838199E-2,-8.510225266E-2,-6.230825558E-3
1.771850000E0,-5.291838199E-2,-8.510225266E-2,-6.230825558E-3
1.776812500E0,-6.365215778E-2,-1.051037237E-1,-2.792526793E-4
1.781776563E0,-6.365215778E-2,-1.051037237E-1,-2.792526793E-4
1.786739063E0,-7.524114102E-2,-1.161167547E-1,7.312929723E-3
1.791701563E0,-7.524114102E-2,-1.161167547E-1,7.312929723E-3
1.796665625E0,-8.873254061E-2,-1.689129621E-1,7.853982039E-3
1.801628125E0,-8.873254061E-2,-1.689129621E-1,7.853982039E-3
1.806590625E0,-9.998991340E-2,-2.717826664E-1,-2.670353744E-3
1.811554688E0,-9.998991340E-2,-2.717826664E-1,-2.670353744E-3
1.816518750E0,-1.044579521E-1,-3.392920196E-1,-1.261873078E-2
1.821481250E0,-1.044579521E-1,-3.392920196E-1,-1.261873078E-2
1.826443750E0,-1.013512686E-1,-3.740414977E-1,-2.218313515E-2
1.831407813E0,-1.013512686E-1,-3.740414977E-1,-2.218313515E-2
