"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.692439062E0,3.168645203E-1,-9.180431962E-1,-1.885653734E-1
1.697401562E0,3.168645203E-1,-9.180431962E-1,-1.885653734E-1
1.702364062E0,3.269001544E-1,-8.814960122E-1,-1.354200989E-1
1.707328125E0,3.269001544E-1,-8.814960122E-1,-1.354200989E-1
1.712290625E0,3.079633415E-1,-7.548025250E-1,-5.565854907E-2
1.717254687E0,3.079633415E-1,-7.548025250E-1,-5.565854907E-2
1.722217187E0,2.787639797E-1,-6.174800396E-1,2.117084339E-2
1.727181250E0,2.787639797E-1,-6.174800396E-1,2.117084339E-2
1.732143750E0,2.454805523E-1,-4.986231029E-1,8.475318551E-2
1.737107812E0,2.454805523E-1,-4.986231029E-1,8.475318551E-2
1.742070312E0,2.109579444E-1,-3.959977627E-1,1.365894675E-1
1.747032812E0,2.109579444E-1,-3.959977627E-1,1.365894675E-1
1.751996875E0,1.785122752E-1,-2.764252424E-1,1.853016019E-1
1.756959375E0,1.785122752E-1,-2.764252424E-1,1.853016019E-1
1.761921875E0,1.577777565E-1,-1.915847957E-1,2.246587873E-1
1.766885937E0,1.577777565E-1,-1.915847957E-1,2.246587873E-1
1.771848437E0,1.215970889E-1,-9.557422996E-2,2.600366175E-1
1.776812500E0,1.215970889E-1,-9.557422996E-2,2.600366175E-1
1.781775000E0,6.681120396E-2,4.162610322E-2,2.979451418E-1
1.786739062E0,6.681120396E-2,4.162610322E-2,2.979451418E-1
1.791701562E0,6.544984877E-3,2.045700401E-1,3.389429450E-1
1.796664062E0,6.544984877E-3,2.045700401E-1,3.389429450E-1
1.801628125E0,-4.600688070E-2,3.378782868E-1,3.770958483E-1
1.806590625E0,-4.600688070E-2,3.378782868E-1,3.770958483E-1
1.811554687E0,-8.552113175E-2,4.465075731E-1,4.088259339E-1
1.816517187E0,-8.552113175E-2,4.465075731E-1,4.088259339E-1
